country,_year,population,pop_lower,pop_higher,pop_pred,gdp_current_usd,gdp_lower,gdp_higher,gdp_pred,land_area_ha,land_area_ha_low,land_area_ha_high,land_area_ha_pred,agri_land_pct,agri_land_pct_low,agri_land_pct_high,agri_land_pct_pred,forest_area_pct,forest_area_pct_low,forest_area_pct_high,forest_area_pct_pred,cereal_yield_kg_ha,cereal_yield_kg_ha_low,cereal_yield_kg_ha_high,cereal_yield_kg_ha_pred,cash_crop_yield_kg_ha,cash_crop_yield_kg_ha_low,cash_crop_yield_kg_ha_high,cash_crop_yield_kg_ha_pred,employment_agri_pct,employment_agri_pct_low,employment_agri_pct_high,employment_agri_pct_pred,livestock_production_100_index,livestock_production_100_index_low,livestock_production_100_index_high,livestock_production_100_index_pred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2015,23815995.00,23761616.96,23879503.23,23820922.51,1350000000000.00,1130000000000.00,1430000000000.00,1270000000000.00,768230000.00,758606590.90,778360937.40,768373463.10,216067967.40,258952334.50,341208634.80,299330085.10,124751000.00,122607845.70,129219618.40,126041153.30,2375.44,1863.41,2939.68,2379.00,459.98,363.42,515.63,440.34,2.64,2.38,3.11,2.75,105.98,84.34,104.00,94.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2016,24190907.00,24098763.35,24215993.90,24154815.22,1210000000000.00,1180000000000.00,1470000000000.00,1320000000000.00,768230000.00,755510006.40,775226720.80,765497418.70,240075519.30,238258911.90,326261529.40,282620663.90,125059000.00,122140503.90,128844175.90,125444658.10,2639.38,1931.74,2995.74,2454.39,464.63,367.54,531.52,447.39,2.62,2.15,2.87,2.51,95.38,82.86,102.37,92.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2017,24601860.00,24483568.07,24604649.40,24540307.40,1330000000000.00,1220000000000.00,1520000000000.00,1370000000000.00,768230000.00,760312199.50,779767983.70,769532363.60,216067967.40,238928967.20,321337229.00,281077752.60,126322222.20,122573414.20,129010753.30,125857974.10,2932.65,1862.55,2920.99,2367.15,534.84,373.66,531.73,448.70,2.60,2.26,3.01,2.65,85.84,84.28,104.31,94.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2018,24982688.00,24849853.86,24971367.94,24913402.42,1430000000000.00,1270000000000.00,1570000000000.00,1420000000000.00,768230000.00,760800800.70,779594053.50,769703015.00,194461170.60,222461543.00,308001453.80,264827806.70,127598204.30,122242935.70,129262273.70,125859935.80,3258.50,1910.56,2953.03,2421.68,540.24,375.99,533.86,452.64,2.62,2.14,2.89,2.50,77.26,84.92,103.93,94.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2019,25364307.00,25206928.45,25325955.83,25266589.98,1400000000000.00,1310000000000.00,1620000000000.00,1460000000000.00,768230000.00,758846447.50,778408080.30,768352174.20,175015053.60,211269034.00,289176117.50,248345396.90,128887075.00,122081326.40,128901126.70,125562677.60,3620.55,1952.55,3006.88,2486.66,545.70,378.86,533.27,458.14,2.56,1.97,2.67,2.31,69.53,83.71,103.56,93.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2020,25364307.00,25538685.02,25660205.35,25600482.69,1400000000000.00,1380000000000.00,1670000000000.00,1520000000000.00,768230000.00,755874402.10,775089008.30,765476129.80,157513548.20,193757483.20,275038805.40,231635975.70,130188964.70,121646149.00,128512045.40,124966182.30,4022.84,2060.90,3103.91,2562.05,551.21,381.17,542.73,465.19,2.51,1.71,2.44,2.07,62.58,82.66,101.41,91.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,1/01/2021,0.00,25922219.94,26049370.46,25985974.87,,1420000000000.00,1720000000000.00,1560000000000.00,,774747.44,788567.93,781697.11,,46463.93,47306.28,46892.64,0.00,7469108.27,7680191.38,7580373.32,0.00,310091.34,340718.71,325037.96,0.00,159525.76,167347.55,163184.37,0.00,83.50,83.92,83.70,0.00,23309583.52,29452932.23,26309475.52,0,18801815660,38819231282,28663036637,0,56.372724,110.9809892,84.12530201,0,56712816613,68620368617,62529316383,0,8.01060305,8.551208288,8.291102553,0,100.0003841,100.0010487,100.0007274,0,11.92858771,15.82246662,13.81919247,0,86.43187933,86.64076427,86.538937,0,9676.993756,10030.89546,9849.23788
Australia,1/01/2022,0.00,26293946.59,26424366.25,26359069.89,,1460000000000.00,1760000000000.00,1610000000000.00,,783819.63,798352.82,791096.68,,47147.36,48103.55,47629.86,0.00,7657244.48,7849623.08,7753063.50,0.00,314364.11,343927.72,329215.90,0.00,162343.82,170720.43,166248.90,0.00,83.65,84.10,83.87,0.00,23505338.54,29917492.09,26730820.01,0,19421410994,38925020290,29246114887,0,61.04701578,115.3321324,87.02979679,0,57691266415,69456342590,63644060899,0,7.873582353,8.396577873,8.133395923,0,100.0000886,100.0014096,100.000783,0,12.19899517,16.02584464,14.03152322,0,86.53971285,86.76557444,86.65393734,0,9627.307109,9973.789541,9801.967924
Australia,1/01/2023,0.00,26629526.88,26791563.50,26712257.45,,1500000000000.00,1820000000000.00,1660000000000.00,,791217.95,808549.67,800231.93,,47711.82,48888.44,48321.04,0.00,7820299.41,8027736.00,7926192.93,0.00,317105.20,347127.82,332358.65,0.00,164388.70,172503.06,168506.00,0.00,83.82,84.30,84.07,0.00,24022886.14,30367009.61,27236557.82,0,19745052518,38740665403,29625117984,0,59.73166902,117.4937219,88.96597654,0,59184850687,70934101923,65105958686,0,7.700486129,8.246606703,7.971585871,0,99.99953352,100.0022022,100.0009925,0,12.41058755,15.93199544,14.20822384,0,86.6560632,86.92477693,86.78922854,0,9562.964056,9896.899856,9729.111809
Australia,1/01/2024,0.00,26944873.31,27142887.63,27046150.16,,1560000000000.00,1860000000000.00,1710000000000.00,,798715.72,818619.01,809111.57,,48100.84,49717.75,48966.55,0.00,7993624.54,8200991.73,8099768.25,0.00,319158.94,349758.08,334466.12,0.00,165942.06,174129.23,169956.68,0.00,84.03,84.52,84.28,0.00,24622727.68,30871689.95,27826668.96,0,19490570815,39206232443,29800171571,0,62.08790685,117.9426578,89.93342593,0,60745671383,73211581478,66915416993,0,7.526241963,8.086942432,7.805614699,0,99.99887038,100.0031649,100.0011463,0,12.48433689,16.1975986,14.34936071,0,86.77683238,87.11329856,86.94898602,0,9447.419699,9832.48753,9630.74539
Australia,1/01/2025,0.00,27306143.66,27558274.64,27431642.33,,1600000000000.00,1910000000000.00,1760000000000.00,,807401.58,833399.74,821239.24,,48460.44,50631.11,49600.62,0.00,8191761.72,8396614.14,8288951.85,0.00,323166.34,352892.94,338137.97,0.00,166293.79,174368.92,170437.31,0.00,84.15,84.71,84.44,0.00,25097112.89,31373988.44,28240648.77,0,20025728367,40353654088,30522808664,0,62.66082594,119.4811519,90.87874676,0,63014072215,75309808398,69431428653,0,7.302509148,7.869055909,7.589076444,0,99.99791676,100.004265,100.0010396,0,12.78539279,16.61011098,14.74601517,0,86.82241177,87.25742571,87.04290605,0,9405.460505,9795.918707,9594.562554
Australia,1/01/2026,0.00,27648111.80,27953271.62,27804737.35,,1650000000000.00,1950000000000.00,1800000000000.00,,812881.78,846502.12,830638.81,,49028.38,51644.55,50337.84,0.00,8357126.59,8570492.55,8461642.03,0.00,327374.59,357365.08,342315.91,0.00,169580.09,177638.98,173501.84,0.00,84.26,84.93,84.61,0.00,25657566.30,31719334.78,28661993.26,0,21468080764,40722513350,31105886915,0,65.19355612,122.9484056,93.78324155,0,64276414926,76503197765,70546173169,0,7.167366756,7.701008713,7.431369814,0,99.99676485,100.0053345,100.0010952,0,13.15267189,16.81375253,14.95834592,0,86.87508312,87.43642085,87.1579064,0,9347.531555,9759.160678,9547.292598
Australia,1/01/2027,0.00,27959920.29,28359773.32,28157924.91,,1690000000000.00,2000000000000.00,1850000000000.00,,817520.59,859534.84,839774.07,,49284.14,52661.73,51029.03,0.00,8521671.07,8752303.86,8634771.46,0.00,331161.74,361462.39,345458.66,0.00,171689.95,179818.37,175758.94,0.00,84.41,85.16,84.80,0.00,26120035.93,32270739.19,29167731.07,0,21007655359,41748482474,31484890011,0,69.5442135,125.3901753,95.7194213,0,65413947040,77876688805,72008070956,0,6.990424394,7.544364276,7.269559761,0,99.99573109,100.0066003,100.0013047,0,13.21210536,17.00288082,15.13504654,0,86.97198611,87.64682315,87.29319759,0,9234.085966,9706.986159,9474.436483
Australia,1/01/2028,0.00,28250276.54,28741068.27,28491817.63,,1760000000000.00,2060000000000.00,1900000000000.00,,823094.88,873789.94,848653.71,,49589.39,53745.32,51674.54,0.00,8686246.47,8930035.58,8808346.78,0.00,332131.40,361609.59,347566.13,0.00,172958.06,181204.15,177209.62,0.00,84.55,85.43,85.02,0.00,26885748.99,32776504.03,29757842.21,0,21945853869,41326495341,31659943599,0,71.40755738,125.0567938,96.68687069,0,67906839313,80249557324,73817529263,0,6.815208398,7.390981292,7.10358859,0,99.99446861,100.0079992,100.0014584,0,13.37908726,17.35878411,15.27618341,0,87.03510661,87.87343389,87.45295508,0,9140.872493,9625.774377,9376.070065
Australia,1/01/2029,0.00,28595626.28,29189296.88,28877309.80,,1810000000000.00,2110000000000.00,1950000000000.00,,829214.38,888415.89,860781.37,,49846.24,54831.37,52308.60,0.00,8871793.31,9133037.12,8997530.38,0.00,336404.39,366229.27,351237.98,0.00,173411.44,181974.19,177690.25,0.00,84.64,85.68,85.18,0.00,27049111.66,33370837.82,30171822.03,0,22667452702,42460272483,32382580692,0,69.55027018,126.0287206,97.63219152,0,70307520351,82487076164,76333540923,0,6.570844406,7.198922663,6.887050335,0,99.99303409,100.0092474,100.0013518,0,13.79594959,17.74184505,15.67283787,0,87.04545276,88.0381557,87.5468751,0,9076.131477,9617.015242,9339.887228
Australia,1/01/2030,0.00,28896509.85,29613174.91,29250404.82,,1840000000000.00,2150000000000.00,2000000000000.00,,833743.49,902116.97,870180.95,,50222.12,55841.58,53045.82,0.00,9039449.17,9306703.16,9170220.56,0.00,339323.09,369311.92,355415.91,0.00,176511.09,185116.93,180754.78,0.00,84.72,85.92,85.34,0.00,27242161.84,33766899.25,30593166.51,0,22161819647,42841099858,32965658943,0,72.68116616,127.2519493,100.5366863,0,71265042106,83530966092,77448285439,0,6.432290447,7.059911082,6.729343705,0,99.99113787,100.0110325,100.0014073,0,13.81733045,17.77415772,15.88516862,0,87.04746766,88.22979236,87.66187545,0,8993.391634,9596.924625,9292.617273
Brunei,1/01/1960,81702.00,81193.19,81943.21,81572.60,67339624.68,-5651479413.00,365101737.30,-2418979540.00,195.83,-35.44,244.87,108.06,7.31,-9.43,10.86,0.88,865.21,-629.52,1203.21,260.37,3693.83,3365.55,3675.04,3512.99,1132.14,1111.32,1132.86,1122.11,54.81,54.75,55.12,54.94,0.00,-104566.47,-2074.45,-53197.75,0,-93279287.78,149045194.2,26023577.14,0,-1.33E-09,1.29E-09,0,0,-1970432772,317032356.6,-857885219.7,6.712130586,6.472932894,6.899782529,6.695715692,99.61074009,99.61045646,99.61100482,99.61072927,0,-0.027386733,0.007900088,-0.009822239,43.401,40.00391821,66.74388654,53.26578216,550.5002681,11.82099635,964.8191685,478.2389656
Brunei,1/01/1961,85562.00,85199.35,85998.18,85579.22,74821805.20,-5898121874.00,362276786.50,-2521960651.00,217.58,36.71,304.02,171.49,8.12,-5.39,14.49,4.31,961.35,-256.18,1564.84,639.09,3780.81,3494.07,3781.97,3642.63,1112.13,1095.36,1116.91,1106.17,55.81,55.63,55.99,55.81,0.00,-96706.44,8997.50,-42876.65,0,-70820101.95,158425672.2,45866363.59,0,-1.28E-09,1.27E-09,0,0,-1926365197,410106409.5,-718538176.8,6.712801866,6.447715265,6.88717501,6.668392851,99.62070216,99.62038417,99.62089425,99.6206419,0,-0.030641192,0.005578026,-0.01207545,45.228,44.99301699,71.17676683,58.1022849,611.6669645,87.88013113,1020.2136,559.9992368
Brunei,1/01/1962,89481.00,89150.38,89907.50,89546.55,83135339.12,-5182128747.00,1008884611.00,-2165703550.00,241.76,80.38,336.86,212.56,9.02,-3.33,15.29,5.83,1068.16,-167.22,1723.87,800.86,3853.50,3630.52,3918.98,3770.72,1088.27,1079.86,1100.89,1089.99,56.81,56.56,56.93,56.74,0.00,-90635.46,17276.04,-38256.85,0,-80039509.02,159176195.7,37498788.2,0,-1.22E-09,1.26E-09,0,0,-1833950369,380490500.1,-690196880.3,6.713473213,6.470948542,6.88556253,6.676576666,99.63066522,99.63044034,99.630961,99.63068936,0,-0.027828647,0.007978895,-0.01050738,47.07,44.1046411,70.75965794,57.68258017,679.6299606,145.4570112,1134.55139,622.8310615
Brunei,1/01/1963,93540.00,93245.39,94001.23,93633.08,92372599.02,-4746335048.00,1405527435.00,-1763851327.00,268.62,119.36,386.84,253.23,10.03,-2.15,17.49,7.65,1186.85,76.99,1968.83,997.76,3917.08,3774.34,4058.64,3906.66,1064.58,1060.83,1082.18,1071.64,57.76,57.53,57.89,57.70,0.00,-80918.31,24970.60,-29974.75,0,-83185980.31,153956799.8,31251871.13,0,-1.33E-09,1.28E-09,0,0,-1789975549,468981816.9,-672027326.6,6.714144628,6.471914894,6.90729839,6.689713341,99.64062929,99.64041756,99.64094767,99.64067789,0,-0.025597446,0.009059948,-0.008910834,48.92,43.93734245,69.98642117,56.4946167,755.1444006,201.9457702,1163.845032,702.5682942
Brunei,1/01/1964,97812.00,97355.08,98094.38,97720.50,102636221.10,-4595880641.00,1598968039.00,-1316554396.00,298.47,167.83,427.79,293.52,11.14,-0.13,19.58,9.79,1318.72,310.78,2239.28,1229.95,3978.01,3896.33,4198.38,4050.43,1044.44,1040.71,1061.60,1051.14,58.64,58.47,58.83,58.66,0.00,-68682.95,32927.04,-18029.36,0,-87894738.24,147533786.7,27133528.13,0,-1.19E-09,1.21E-09,0,0,-1781558982,465293324.9,-663994266.5,6.714816109,6.485749541,6.926050284,6.707768046,99.65059435,99.6503617,99.65086684,99.65061058,0,-0.024647278,0.00955341,-0.007287001,50.776,41.37673286,66.86955071,54.54017536,839.0493341,329.2971796,1267.145532,799.1868348
Brunei,1/01/1965,102386.00,102121.44,102855.23,102476.20,114040245.70,-4326269765.00,1402870909.00,-1419535508.00,331.63,229.04,485.94,356.95,12.38,3.59,23.11,13.22,1465.24,683.88,2611.53,1608.67,4047.42,4033.15,4331.48,4180.07,1030.82,1024.84,1045.70,1035.23,59.43,59.19,59.56,59.38,0.00,-59775.51,45688.98,-7708.26,0,-71852679.93,168374197.2,46976314.58,0,-1.31E-09,1.27E-09,0,0,-1670532361,517425041.8,-524647223.6,6.715487658,6.445487869,6.895608737,6.680445207,99.6605604,99.6602361,99.66078644,99.66050289,0,-0.026691691,0.007744608,-0.009540212,52.625,47.12217731,71.94732516,59.3766781,932.2770378,392.6421298,1390.847253,880.947106
Brunei,1/01/1966,107274.00,106802.03,107565.79,107190.56,132758395.40,-4313213759.00,1813300908.00,-1063278406.00,368.48,263.28,527.03,398.03,13.75,5.75,23.81,14.74,1628.05,872.24,2706.36,1770.44,4135.31,4174.81,4461.21,4308.16,1024.79,1009.62,1030.05,1019.08,60.15,59.98,60.33,60.16,0.00,-57614.06,51481.54,-3088.46,0,-83279506.52,155620981.1,38608739.19,0,-1.29E-09,1.39E-09,0,0,-1624622034,585271824.9,-496305927.1,6.716159274,6.474483492,6.896948596,6.688629024,99.67052745,99.67026903,99.67076901,99.67053008,0,-0.024168957,0.009736424,-0.007972141,54.469,47.0140809,71.73061307,58.95697336,1035.863375,472.9869088,1388.318461,943.7789307
Brunei,1/01/1967,112448.00,112154.94,112902.28,112524.53,139030445.60,-3865919758.00,2415648649.00,-661426183.70,409.42,307.77,569.41,438.71,15.28,7.30,26.75,16.56,1808.94,974.20,2926.71,1967.39,4247.27,4274.57,4595.41,4444.10,1024.51,1014.30,1036.60,1026.12,60.80,60.62,61.00,60.80,0.00,-47344.07,58627.09,5193.64,0,-81053340.43,139588428.2,32361822.12,0,-1.22E-09,1.37E-09,0,0,-1578480776,612536977.7,-478136373.4,6.716830957,6.480185187,6.92012956,6.701765701,99.6804955,99.6802639,99.6807977,99.68053499,0,-0.023905138,0.010999018,-0.006375595,56.3,44.58456686,70.86401072,57.76900988,1150.959306,568.1133099,1486.797929,1023.516163
Brunei,1/01/1968,117898.00,117498.19,118242.59,117859.41,160819286.60,-3399754086.00,3046358324.00,-214129252.50,454.91,341.10,605.18,479.02,16.98,9.30,27.99,18.70,2009.94,1227.94,3160.09,2199.64,4387.34,4432.60,4734.59,4587.88,1028.78,1020.73,1042.22,1031.01,61.42,61.27,61.65,61.45,0.00,-32260.83,71346.76,17139.02,0,-81191237.55,148600142.5,28243479.12,0,-1.32E-09,1.27E-09,0,0,-1508596310,687228209.4,-470103313.3,6.717502707,6.502663906,6.935233465,6.719820408,99.69046455,99.69022854,99.69072955,99.69048406,0,-0.022071836,0.011857709,-0.004751762,58.118,42.34228806,68.29623877,55.81456854,1278.843673,668.755579,1601.715207,1120.134704
Brunei,1/01/1969,123600.00,123167.15,123929.59,123559.63,161211289.70,-3418792661.00,2552164736.00,-317110363.60,505.46,408.70,678.53,542.47,18.87,13.02,31.69,22.13,2233.26,1625.45,3559.74,2578.75,4556.27,4565.90,4854.09,4717.54,1036.76,1030.19,1051.51,1040.55,62.01,61.81,62.19,62.00,0.00,-27110.52,84392.03,27460.12,0,-77686392.11,164376458.9,48086265.57,0,-1.29E-09,1.34E-09,0,0,-1375930345,802338658.4,-330756270.4,6.718174525,6.472091016,6.90964745,6.69249757,99.70043459,99.70017665,99.70069666,99.70042981,0,-0.025768869,0.010332709,-0.007004973,59.908,47.40934766,73.65563281,60.65107127,1420.937415,703.5926129,1684.542127,1201.894975
Brunei,1/01/1970,129529.00,129230.85,130006.70,129610.22,179080099.30,-2959112772.00,3104767129.00,39146738.26,561.62,456.65,719.30,583.68,20.96,14.16,33.51,23.65,2481.40,1749.79,3680.17,2741.27,4749.44,4702.67,4995.24,4845.65,1048.15,1045.05,1066.60,1055.91,62.58,62.35,62.75,62.56,0.00,-20551.14,87179.20,32079.92,0,-77219573.91,158881939.9,39718690.18,0,-1.27E-09,1.28E-09,0,0,-1510052722,914560696.1,-302414973.9,6.718846409,6.472254712,6.916072887,6.700681388,99.71040563,99.7100822,99.71060437,99.71033727,0,-0.022783007,0.013116687,-0.005436903,61.675,45.95224172,72.59592871,60.23136652,1578.81935,771.1736129,1724.622443,1264.7268
Brunei,1/01/1971,135671.00,135267.01,135977.21,135612.55,197523179.20,-2646873912.00,3247056516.00,440998960.40,624.02,495.47,755.94,624.48,23.29,16.46,35.46,25.48,2757.11,2022.46,3829.50,2938.92,4957.55,4826.76,5134.20,4981.60,1062.71,1058.68,1080.16,1069.10,63.13,62.95,63.31,63.13,0.00,-12415.82,92614.87,40362.02,0,-83507482.93,147826333.8,33471773.11,0,-1.25E-09,1.27E-09,0,0,-1454781707,837763293.5,-284245420.2,6.719518361,6.505309751,6.933786613,6.713818065,99.72037767,99.72013898,99.7206661,99.72039875,0,-0.021716682,0.013735182,-0.003840357,63.412,45.76597317,72.05007356,59.04340304,1754.243722,846.5661587,1808.492969,1344.464033
Brunei,1/01/1972,142022.00,141688.86,142442.11,142059.41,270818555.80,-2049975236.00,3909533143.00,888295891.80,693.36,564.01,828.22,696.67,25.88,18.75,37.32,27.63,3063.46,2180.01,4152.75,3173.19,5167.47,4979.32,5273.17,5125.39,1080.08,1068.23,1090.24,1080.13,63.67,63.52,63.90,63.71,0.00,-5797.81,103343.25,52307.40,0,-86456334.46,140979357.1,29353430.11,0,-1.30E-09,1.27E-09,0,0,-1410804655,923193950.8,-276212360,6.72019038,6.50619829,6.948922867,6.731872771,99.73035071,99.73022102,99.73075062,99.73046723,0,-0.018640252,0.014446827,-0.002216523,63.736,44.16506989,70.69442033,57.08896169,1675.796708,1005.221297,1931.413666,1441.082573
Brunei,1/01/1973,148512.00,148213.27,148979.88,148599.84,433092003.60,-2270924624.00,3920522923.00,785314780.70,770.40,661.73,923.32,792.07,28.76,21.30,40.23,31.06,3403.84,2592.80,4522.50,3554.00,5365.29,5095.65,5410.44,5255.06,1098.69,1085.31,1106.53,1095.82,64.20,64.02,64.38,64.19,0.00,13460.04,116681.75,62628.50,0,-61875025.09,161451291,49196216.56,0,-1.30E-09,1.21E-09,0,0,-1247052227,963015365.4,-136865317.1,6.720862466,6.492015728,6.919005571,6.704549933,99.74032474,99.74003074,99.74058219,99.7403025,0,-0.021782467,0.013737227,-0.004469734,63.889,49.13890974,73.98780719,61.92546442,1582.363715,1042.773122,1984.695048,1522.842845
Brunei,1/01/1974,155072.00,154735.83,155486.55,155129.11,1073577086.00,-2037977548.00,4212805734.00,1141571883.00,856.00,732.05,992.53,865.17,31.95,23.29,42.11,32.98,3782.05,2841.58,4724.96,3783.29,5541.65,5229.11,5545.02,5383.17,1116.67,1100.31,1122.05,1111.18,64.71,64.49,64.87,64.69,0.00,8598.39,116344.72,67248.30,0,-75119857.35,160055595,40828641.18,0,-1.34E-09,1.29E-09,0,0,-1186229771,993103643.4,-108524020.5,6.72153462,6.478046519,6.946665287,6.71273375,99.75029977,99.74995592,99.75047994,99.7502258,0,-0.021015724,0.013909105,-0.002901664,64.041,47.5762033,74.49354817,61.50575967,1541.219563,1131.08856,2056.157502,1585.674674
Brunei,1/01/1975,161626.00,161219.68,161959.86,161610.11,1168304306.00,-1504573811.00,4350779421.00,1543424105.00,951.11,808.49,1068.14,937.86,35.50,25.70,44.67,35.21,4202.28,3125.73,5059.12,4047.70,5690.04,5374.81,5655.55,5519.12,1130.90,1113.54,1134.86,1124.36,65.21,65.02,65.39,65.20,0.00,21062.98,128936.75,75530.40,0,-81168718.86,150892339.5,34581724.11,0,-1.41E-09,1.21E-09,0,0,-1226933966,1019096390,-90354466.75,6.722206841,6.515172432,6.928735235,6.725870426,99.7602758,99.76003058,99.76056392,99.76030311,0,-0.017794344,0.015303982,-0.001305118,64.193,48.3258441,73.8208295,60.31779618,1478.722483,1179.424312,2142.347752,1665.411912
Brunei,1/01/1976,168181.00,167689.16,168493.75,168092.02,1423061357.00,-1084188189.00,4816047367.00,1990721914.00,1056.79,915.33,1172.06,1045.65,39.45,28.89,47.68,37.75,4540.89,3308.05,5236.70,4347.55,5811.49,5517.04,5815.05,5662.84,1138.75,1117.55,1138.99,1128.47,65.70,65.53,65.92,65.73,0.00,40004.33,142134.76,87475.78,0,-84625215.76,148951470.9,30463381.11,0,-1.30E-09,1.25E-09,0,0,-1203373405,1145849938,-82321406.38,6.722879128,6.518662505,6.971927915,6.743925275,99.77025282,99.77010926,99.77061644,99.77036996,0,-0.018259927,0.016895313,0.000318715,64.345,44.99820307,71.42514904,58.36335483,1421.087994,1281.616727,2223.348234,1762.082371
Brunei,1/01/1977,174714.00,174257.66,175037.25,174667.60,1732721161.00,-1261338263.00,4831881175.00,1887741684.00,1174.21,1041.54,1299.76,1176.75,43.83,32.71,50.92,41.58,4717.28,3819.46,5802.39,4794.11,5914.42,5653.89,5940.31,5792.42,1139.31,1126.28,1149.04,1137.21,66.16,65.97,66.35,66.16,0.00,43871.93,151303.20,97796.88,0,-63194057.31,176537459.2,50306167.56,0,-1.31E-09,1.34E-09,0,0,-1031569482,1193177662,57025636.69,6.723551484,6.507172355,6.93491578,6.71660258,99.78023085,99.77992367,99.78046974,99.78020358,0,-0.018832568,0.01533403,-0.001934496,64.496,49.9735183,76.17512008,63.19985754,1367.949907,1346.451567,2343.23263,1843.894704
Brunei,1/01/1978,181205.00,180833.49,181547.08,181188.02,1941600704.00,-1136072108.00,5342185771.00,2243999664.00,1304.68,1182.99,1445.95,1314.31,48.70,39.81,58.39,49.18,5073.74,4014.48,6009.97,5024.23,6007.85,5775.48,6068.23,5920.42,1131.81,1113.68,1135.42,1125.02,66.61,66.40,66.78,66.59,0.00,51775.55,157130.92,102416.68,0,-78927831.28,161347385.1,41938592.17,0,-1.26E-09,1.31E-09,0,0,-1132552547,1285671366,85366933.37,6.724223906,6.508225377,6.944154937,6.724786554,99.79020987,99.78986139,99.79040919,99.7901209,0,-0.017671531,0.015641807,-0.000366426,64.647,49.926904,76.88569641,62.78015278,1318.948153,1458.723654,2400.153333,1906.886702
