LOCATION,TIME,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Access to electricity (% of population),Renewable electricity output (% of total electricity output),Urban population (% of total population),Electric power consumption (kWh per capita)
ARG,1982,16.20755829,95.32975568,15.25638912,83.759,1208.666307
ARG,1983,16.2091792,95.33928961,16.95154346,84.194,1259.1737
ARG,1984,16.21080028,95.34882449,18.83504829,84.621,1300.799644
ARG,1985,16.21242153,95.35836033,20.92783143,85.038,1288.874782
ARG,1986,16.21404293,95.36789712,23.25314604,85.445,1330.370627
ARG,1987,16.2156645,95.37743486,25.83682893,85.843,1413.84727
ARG,1988,16.21728623,95.38697356,28.7075877,86.233,1452.305853
ARG,1989,16.21890812,95.39651321,31.89731967,86.613,1320.356572
ARG,1990,16.22053017,95.40605381,35.4414663,86.984,1303.977899
ARG,1991,16.83932734,95.41559537,30.4365664,87.328,1347.592128
ARG,1992,16.84101144,95.42513789,34.87052844,87.542,1410.377292
ARG,1993,16.84269571,95.43468135,38.93400026,87.752,1496.904146
ARG,1994,16.84438015,95.44422578,42.60157812,87.96,1576.76706
ARG,1995,16.84606475,95.45377115,40.21338506,88.164,1648.895133
ARG,1996,16.78161917,95.46331749,33.39982206,88.366,1728.121026
ARG,1997,16.78145136,95.47286477,39.38698166,88.564,1848.001997
ARG,1998,16.78128354,95.48241301,36.39004486,88.759,1967.254444
ARG,1999,16.78111573,95.49196221,27.29441883,88.952,2033.771811
ARG,2000,16.78094792,95.50151236,33.15937465,89.142,2088.80814
ARG,2001,16.4037415,95.51106347,41.82988404,89.329,2120.579943
ARG,2002,16.40357747,96.10791016,43.56387577,89.51,2014.476557
ARG,2003,16.40341343,96.38489532,37.95175486,89.686,2180.326817
ARG,2004,16.4032494,96.63864899,31.63480258,89.86,2293.309369
ARG,2005,16.40308536,96.86739349,33.52513485,90.031,2408.432525
ARG,2006,16.859775,97.08002472,37.1276984,90.2,2374.097471
ARG,2007,16.8596064,97.28813171,29.84220081,90.366,2455.656576
ARG,2008,16.8594378,97.5032959,26.3437058,90.53,2772.843222
ARG,2009,16.85926921,97.73710632,28.92740262,90.691,2730.123232
ARG,2010,16.85910062,98.82,28.5854562,90.849,2877.652653
ARG,2011,17.38298213,99.27869415,32.30597044,90.99,2929.075029
ARG,2012,16.13507182,99.49785614,29.26113532,91.121,3000.603523
ARG,2013,15.59737515,99.47655487,31.48449072,91.249,2967.376558
ARG,2014,14.46698041,100,31.5762042,91.377,3074.702071
ARG,2015,14.6316259,99.82711792,28.14006912,91.503,3071.627368
ARG,2016,13.75144403,99.9591217,27.85866843,91.627,3068.555741
ARG,2017,13.31183395,100,27.58008175,91.749,3065.487185
ARG,2018,13.29852211,100,27.30428093,91.87,3062.421698
ARG,2019,13.28522359,100.001,27.03123812,91.991,3059.359277
ARG,2020,13.27193837,100.002,26.76092574,0,3056.299917
ARM,1960,36.75029913,98.50517044,0.636153746,51.275,115.4138756
ARM,1961,36.75397453,98.51502195,0.706837495,52.147,128.2376396
ARM,1962,36.7576503,98.52487443,0.785374995,53.019,142.4862662
ARM,1963,36.76132643,98.53472791,0.872638883,53.889,158.3180735
ARM,1964,36.76500293,98.54458236,0.969598759,54.758,175.9089706
ARM,1965,36.7686798,98.55443781,1.077331954,55.622,195.4544118
ARM,1966,36.77235703,98.56429424,1.197035505,56.483,217.1715686
ARM,1967,36.77603464,98.57415165,1.33003945,57.341,241.3017429
ARM,1968,36.77971261,98.58401005,1.477821611,58.195,268.1130477
ARM,1969,36.78339095,98.59386944,1.642024012,59.042,297.9033863
ARM,1970,36.78706965,98.60372981,1.824471124,59.864,331.0037626
ARM,1971,36.79074873,98.61359117,2.027190138,60.657,367.7819584
ARM,1972,36.79442817,98.62345352,2.252433487,61.445,408.6466205
ARM,1973,36.79810798,98.63331685,2.502703874,62.225,454.0518005
ARM,1974,36.80178816,98.64318117,2.780782082,63,504.5020006
ARM,1975,36.80546871,98.65304647,3.089757869,63.611,560.5577784
ARM,1976,36.80914962,98.66291276,3.433064299,64.219,622.841976
ARM,1977,36.81283091,98.67278004,3.814515888,64.821,692.04664
ARM,1978,36.81651256,98.68264831,4.238350987,65.419,768.9407112
ARM,1979,36.82019458,98.69251756,4.709278874,65.839,854.3785679
ARM,1980,36.82387697,98.7023878,5.232532082,66.05,949.3095199
ARM,1981,36.82755972,98.71225902,5.813924536,66.259,1054.788355
ARM,1982,36.83124285,98.72213124,6.459916151,66.467,1171.987062
ARM,1983,36.83492634,98.73200444,7.177684612,66.675,1302.207846
ARM,1984,36.8386102,98.74187862,7.975205124,66.883,1446.897607
ARM,1985,36.84229443,98.7517538,8.861339027,67.09,1607.664008
ARM,1986,36.84597903,98.76162996,9.845932252,67.296,1786.293342
ARM,1987,36.84966399,98.77150711,10.93992472,67.501,1984.77038
ARM,1988,36.85334933,98.78138525,12.15547192,67.706,2205.300422
ARM,1989,36.85703503,98.79126438,13.50607991,67.69,2450.333802
ARM,1990,36.8607211,98.80114449,15.00675545,67.421,2722.593114
ARM,1991,35.10689535,98.8110256,16.24632198,67.15,2689.673627
ARM,1992,35.1104064,98.82090769,33.8071968,66.878,1962.636992
ARM,1993,35.11391779,98.83079077,68.19698173,66.606,1195.025554
ARM,1994,35.11742953,98.84067483,62.1067515,66.332,1045.47751
ARM,1995,35.12094162,98.85055989,34.50818198,66.057,1050.243865
ARM,1996,36.79791887,98.86044593,25.29771484,65.781,1219.927524
ARM,1997,36.79755089,98.87033297,23.05523304,65.504,1509.053844
ARM,1998,36.79718291,98.88022099,24.82636085,65.226,1308.591055
ARM,1999,36.79681494,98.89011,20.99002974,64.947,1307.533582
ARM,2000,36.79644697,98.9,21.16482041,64.666,1297.567005
ARM,2001,37.07021202,100,16.84943429,64.385,1269.22231
ARM,2002,37.06984132,98,30.04167422,64.236,1236.330652
ARM,2003,37.06947062,99.2390213,36.02981276,64.137,1320.44062
ARM,2004,37.06909993,99.29135895,33.13432836,64.038,1440.32099
ARM,2005,37.06872924,99.8,28.06712047,63.938,1521.499737
ARM,2006,37.53154217,99.32989502,30.71873422,63.839,1639.789244
ARM,2007,37.53116685,99.33657837,31.46829434,63.739,1773.159682
ARM,2008,37.53079154,99.35032654,31.17850953,63.64,1669.407742
ARM,2009,37.53041623,99.38271332,35.67272086,63.54,1661.304418
ARM,2010,37.53004093,99.8,39.48544138,63.44,1726.259758
ARM,2011,38.61227522,99.83049011,33.5397039,63.34,1807.033316
ARM,2012,37.18448464,99.89702606,28.94474863,63.24,1892.013429
ARM,2013,34.9372126,99.89428711,28.23605707,63.164,1931.264115
ARM,2014,33.08594982,99.95728302,25.75483871,63.112,1961.610395
ARM,2015,34.88143264,100,28.33696628,63.085,1959.648785
ARM,2016,32.22716773,100,28.05359661,63.082,1957.689136
ARM,2017,32.52811834,100,27.77306065,63.103,1955.731447
ARM,2018,32.49559022,100,27.49533004,63.149,1953.775716
ARM,2019,32.46309463,100.001,27.22037674,63.219,1951.82194
ARM,2020,32.43063154,100.002,26.94817297,0,1949.870118
ABW,1960,0,91.29447046,0,50.776,0
ABW,1961,0,91.30360082,0,50.761,0
ABW,1962,0,91.31273209,0,50.746,0
ABW,1963,0,91.32186428,0,50.73,0
ABW,1964,0,91.33099738,0,50.715,0
ABW,1965,0,91.34013139,0,50.7,0
ABW,1966,0,91.34926632,0,50.685,0
ABW,1967,0,91.35840216,0,50.67,0
ABW,1968,0,91.36753891,0,50.654,0
ABW,1969,0,91.37667658,0,50.639,0
ABW,1970,0,91.38581516,0,50.624,0
ABW,1971,0,91.39495466,0,50.609,0
ABW,1972,0,91.40409506,0,50.593,0
ABW,1973,0,91.41323639,0,50.578,0
ABW,1974,0,91.42237863,0,50.563,0
ABW,1975,0,91.43152178,0,50.548,0
ABW,1976,0,91.44066585,0,50.532,0
ABW,1977,0,91.44981083,0,50.517,0
ABW,1978,0,91.45895672,0,50.502,0
ABW,1979,0,91.46810353,0,50.487,0
ABW,1980,0,91.47725126,0,50.472,0
ABW,1981,0,91.4863999,0,50.456,0
ABW,1982,0,91.49554945,0,50.441,0
ABW,1983,0,91.50469992,0,50.426,0
ABW,1984,0,91.51385131,0,50.411,0
ABW,1985,0,91.52300361,0,50.395,0
ABW,1986,0,91.53215682,0,50.38,0
ABW,1987,0,91.54131095,0,50.365,0
ABW,1988,0,91.550466,0,50.35,0
ABW,1989,0,91.55962196,0,50.335,0
ABW,1990,0,91.56877884,0,50.319,0
ABW,1991,0,91.57793663,0,50.304,0
ABW,1992,0,91.58709534,0,49.998,0
ABW,1993,0,91.59625497,0,49.588,0
ABW,1994,0,91.60541551,0,49.177,0
ABW,1995,0,91.61457697,0,48.767,0
ABW,1996,0,91.62373934,0,48.356,0
ABW,1997,0,91.63290263,0,47.946,0
ABW,1998,0,91.64206684,0,47.536,0
ABW,1999,0,91.65123196,0,47.127,0
ABW,2000,0,91.660398,0,46.717,0
ABW,2001,0,100,0,46.339,0
ABW,2002,0,100,0,45.972,0
ABW,2003,0,100,0,45.606,0
ABW,2004,0,100,0,45.24,0
ABW,2005,0,100,0,44.875,0
ABW,2006,0,100,0,44.511,0
ABW,2007,0,100,0,44.147,0
ABW,2008,0,100,0,43.783,0
ABW,2009,0,100,0,43.421,0
ABW,2010,0,93.35629215,11.32737715,43.059,0
ABW,2011,0,100,12.10102096,42.94,0
ABW,2012,0,100,14.91525424,42.957,0
ABW,2013,0,100,14.91218619,42.99,0
ABW,2014,0,100,15.09927995,43.041,0
ABW,2015,0,100,14.85616144,43.108,0
ABW,2016,0,100,14.70759983,43.192,0
ABW,2017,0,100,14.56052383,43.293,0
ABW,2018,0,100,14.41491859,43.411,0
ABW,2019,0,100.001,14.27076941,43.546,0
ABW,2020,0,100.002,14.12806171,0,0
AUS,1960,10.38066432,99.61074009,0.409330323,81.529,1825.62565
AUS,1961,10.38170249,99.62070216,0.45481147,81.941,1947.152533
AUS,1962,10.38274076,99.63066522,0.505346078,82.228,2012.660585
AUS,1963,10.38377914,99.64062929,0.561495642,82.511,2211.689498
AUS,1964,10.38481762,99.65059435,0.623884047,82.792,2417.211427
AUS,1965,10.38585621,99.6605604,0.693204497,83.068,2625.219529
AUS,1966,10.3868949,99.67052745,0.770227219,83.34,2765.084542
AUS,1967,10.38793369,99.6804955,0.855808021,83.507,2969.48894
AUS,1968,10.38897259,99.69046455,0.950897801,83.672,3102.006828
AUS,1969,10.39001159,99.70043459,1.056553112,83.836,3329.609394
AUS,1970,10.3910507,99.71040563,1.173947902,83.999,3609.978412
AUS,1971,10.3920899,99.72037767,1.304386558,84.16,3751.642576
AUS,1972,10.39312922,99.73035071,1.449318398,84.32,3880.928891
AUS,1973,10.39416863,99.74032474,1.610353776,84.478,4230.343797
AUS,1974,10.39520816,99.75029977,1.789281973,84.636,4578.882169
AUS,1975,10.39624778,99.7602758,1.988091081,84.792,4781.616641
AUS,1976,10.39728751,99.77025282,2.20899009,84.947,4901.589111
AUS,1977,10.39832734,99.78023085,2.454433433,85.1,5251.197858
AUS,1978,10.39936728,99.79020987,2.727148259,85.252,5416.283605
AUS,1979,10.40040732,99.80018989,3.030164732,85.403,5665.977677
AUS,1980,10.40144746,99.8101709,3.366849703,85.552,5915.260005
AUS,1981,10.40248771,99.82015292,3.740944114,85.7,6153.346285
AUS,1982,10.40352807,99.83013593,4.156604571,85.67,6391.290025
AUS,1983,10.40456852,99.84011994,4.618449523,85.641,6366.126619
AUS,1984,10.40560908,99.85010495,5.131610582,85.611,6699.562532
AUS,1985,10.40664975,99.86009096,5.701789535,85.582,7007.61518
AUS,1986,10.40769052,99.87007797,6.335321706,85.552,7309.094541
AUS,1987,10.40873139,99.88006598,7.03924634,85.522,7525.685721
AUS,1988,10.40977237,99.89005498,7.821384822,85.493,7800.534714
AUS,1989,10.41081345,99.90004499,8.69042758,85.463,8129.103625
AUS,1990,10.41185463,99.91003599,9.656030644,85.433,8527.228085
AUS,1991,10.42222665,99.92002799,10.59820105,85.403,8522.159222
AUS,1992,10.42326897,99.930021,10.06686525,85.285,8550.328665
AUS,1993,10.4243114,99.940015,10.54914357,85.157,8701.760344
AUS,1994,10.42535394,99.95001,10.19447386,85.028,8812.489499
AUS,1995,10.42639658,99.960006,9.62414282,84.898,8994.35591
AUS,1996,10.84415742,99.970003,9.229727824,84.767,9108.29556
AUS,1997,10.84404898,99.980001,9.587675727,84.636,9291.083869
AUS,1998,10.84394054,99.99,8.434050016,84.503,9783.442895
AUS,1999,10.8438321,100,8.544053588,84.37,10036.45778
AUS,2000,10.84372366,100,8.381618572,84.235,10193.91218
AUS,2001,10.59755751,100,8.098454953,84.1,10636.37769
AUS,2002,10.59745153,100,7.860918822,84.222,10813.12273
AUS,2003,10.59734556,100,8.440698866,84.343,10434.87439
AUS,2004,10.59723958,100,8.186650191,84.463,10554.81582
AUS,2005,10.59713361,100,8.803706639,84.582,10458.45019
AUS,2006,10.61930417,100,9.299307773,84.7,10490.48454
AUS,2007,10.61919798,100,8.648072467,84.822,10972.89174
AUS,2008,10.61909179,100,8.115257556,84.943,10749.11055
AUS,2009,10.61898559,100,7.497934259,85.063,10791.5931
AUS,2010,10.6188794,100,8.611879628,85.182,10726.92818
AUS,2011,11.04726492,100,10.42665228,85.3,10627.29387
AUS,2012,10.53708999,100,10.59265336,85.402,10407.74031
AUS,2013,9.98768389,100,13.26410839,85.502,10220.8873
AUS,2014,9.492978752,100,14.90671221,85.602,10071.39898
AUS,2015,9.320015289,100,13.63784109,85.701,10061.32758
AUS,2016,8.614508924,100,13.50146268,85.8,10051.26625
AUS,2017,8.550324401,100,13.36644806,85.904,10041.21499
AUS,2018,8.541774077,100,13.23278358,86.012,10031.17377
AUS,2019,8.533232303,100.001,13.10045574,86.124,10021.1426
AUS,2020,8.524699071,100.002,12.96945118,0,10011.12145
AUT,1960,16.81616149,99.61074009,2.806384799,64.72,1814.676017
AUT,1961,16.81784327,99.62070216,3.118205332,64.814,1882.223711
AUT,1962,16.81952523,99.63066522,3.464672591,64.863,2006.770396
AUT,1963,16.82120735,99.64062929,3.849636212,64.913,2124.359184
AUT,1964,16.82288964,99.65059435,4.277373569,64.962,2232.896504
AUT,1965,16.82457209,99.6605604,4.752637299,65.011,2305.357708
AUT,1966,16.82625472,99.67052745,5.28070811,65.061,2375.012735
AUT,1967,16.82793751,99.6804955,5.867453455,65.11,2448.692544
AUT,1968,16.82962047,99.69046455,6.519392728,65.159,2608.624238
AUT,1969,16.8313036,99.70043459,7.243769698,65.208,2814.654642
AUT,1970,16.8329869,99.71040563,8.048632998,65.258,3019.116159
AUT,1971,16.83467037,99.72037767,8.942925553,65.301,3213.126836
AUT,1972,16.83635401,99.73035071,9.936583948,65.311,3404.469208
AUT,1973,16.83803781,99.74032474,11.04064883,65.321,3620.56204
AUT,1974,16.83972178,99.75029977,12.26738759,65.331,3769.029711
AUT,1975,16.84140592,99.7602758,13.63043066,65.341,3734.445473
AUT,1976,16.84309023,99.77025282,15.14492295,65.351,4068.190905
AUT,1977,16.84477471,99.78023085,16.82769217,65.361,4137.714163
AUT,1978,16.84645935,99.79020987,18.69743574,65.371,4335.053929
AUT,1979,16.84814417,99.80018989,20.7749286,65.381,4541.537932
AUT,1980,16.84982915,99.8101709,23.083254,65.391,4684.45776
AUT,1981,16.8515143,99.82015292,25.64806,65.364,4697.365866
AUT,1982,16.85319962,99.83013593,28.49784445,65.1,4730.570071
AUT,1983,16.85488511,99.84011994,31.66427161,64.836,4827.484062
AUT,1984,16.85657077,99.85010495,35.18252401,64.57,5070.995793
AUT,1985,16.85825659,99.86009096,39.09169334,64.305,5280.77716
AUT,1986,16.85994259,99.87007797,43.43521482,64.037,5321.412974
AUT,1987,16.86162875,99.88006598,48.26134981,63.769,5536.144154
AUT,1988,16.86331508,99.89005498,53.62372201,63.5,5716.834247
AUT,1989,16.86500158,99.90004499,59.58191334,63.231,5896.135568
AUT,1990,16.86668825,99.91003599,66.20212593,62.96,6111.47652
AUT,1991,15.6998443,99.92002799,65.06247384,62.689,6347.220096
AUT,1992,15.70141444,99.930021,72.39632351,62.417,6227.498049
AUT,1993,15.70298474,99.940015,74.06708065,62.144,6137.269463
AUT,1994,15.70455519,99.95001,70.8027096,61.87,6205.804904
AUT,1995,15.70612581,99.960006,70.50636123,61.596,6344.393087
AUT,1996,15.35597705,99.970003,66.80479337,61.32,6607.222977
AUT,1997,15.35582349,99.980001,67.91595582,61.045,6620.447862
AUT,1998,15.35566993,99.99,69.81040959,60.768,6706.708677
AUT,1999,15.35551637,100,70.67895053,60.491,6972.189816
AUT,2000,15.35536282,100,72.54400909,60.213,7076.269483
AUT,2001,15.59268635,100,69.15682775,59.934,7333.231953
AUT,2002,15.59253042,100,69.01294765,59.655,7427.656445
AUT,2003,15.59237449,100,60.78282872,59.375,7695.080037
AUT,2004,15.59221857,100,64.20223413,59.094,7808.157792
AUT,2005,15.59206265,100,63.62677749,58.813,7977.681597
AUT,2006,15.14974594,100,65.51552516,58.532,8244.401952
AUT,2007,15.14959444,100,68.68702896,58.249,8207.474739
AUT,2008,15.14944294,100,69.23088844,57.966,8233.014833
AUT,2009,15.14929145,100,71.13969479,57.683,7944.796096
AUT,2010,15.14913995,100,66.21132275,57.399,8382.711154
AUT,2011,15.57337093,100,65.63142343,57.115,8425.167753
AUT,2012,14.28233205,100,74.52918061,57.147,8548.882199
AUT,2013,14.08161348,100,78.02478699,57.336,8509.61158
AUT,2014,13.37922794,100,81.05686835,57.526,8355.841952
AUT,2015,13.54109517,100,76.49077927,57.715,8347.48611
AUT,2016,12.59681605,100,75.72587148,57.905,8339.138624
AUT,2017,12.47796673,100,74.96861276,58.094,8330.799485
AUT,2018,12.46548876,100,74.21892663,58.297,8322.468686
AUT,2019,12.45302328,100.001,73.47673737,58.515,8314.146217
AUT,2020,12.44057025,100.002,72.74196999,0,8305.832071
AZE,1960,23.87119013,96.62241788,0.303578699,52.663,0
AZE,1961,23.87357749,96.63208109,0.337309666,52.364,0
AZE,1962,23.87596508,96.64174527,0.374788517,52.064,0
AZE,1963,23.87835292,96.65141041,0.416431686,51.764,0
AZE,1964,23.88074099,96.66107652,0.462701873,51.464,0
AZE,1965,23.88312931,96.67074359,0.514113193,51.164,0
AZE,1966,23.88551786,96.68041163,0.571236881,50.864,0
AZE,1967,23.88790665,96.69008064,0.634707645,50.564,0
AZE,1968,23.89029568,96.69975061,0.705230717,50.263,0
AZE,1969,23.89268495,96.70942156,0.783589685,49.963,0
AZE,1970,23.89507445,96.71909347,0.870655206,50.008,0
AZE,1971,23.8974642,96.72876634,0.967394673,50.462,0
AZE,1972,23.89985419,96.73844019,1.07488297,50.917,0
AZE,1973,23.90224441,96.748115,1.194314412,51.371,0
AZE,1974,23.90463487,96.75779078,1.327016013,51.698,0
AZE,1975,23.90702558,96.76746752,1.474462237,51.897,0
AZE,1976,23.90941652,96.77714524,1.638291374,52.096,0
AZE,1977,23.9118077,96.78682392,1.820323749,52.294,0
AZE,1978,23.91419912,96.79650357,2.022581943,52.492,0
AZE,1979,23.91659078,96.80618419,2.24731327,52.655,0
AZE,1980,23.91898268,96.81586578,2.497014745,52.777,0
AZE,1981,23.92137481,96.82554833,2.774460827,52.897,0
AZE,1982,23.92376719,96.83523185,3.082734253,53.018,0
AZE,1983,23.92615981,96.84491635,3.425260281,53.139,0
AZE,1984,23.92855266,96.85460181,3.805844756,53.299,0
AZE,1985,23.93094576,96.86428823,4.228716396,53.498,0
AZE,1986,23.93333909,96.87397563,4.698573773,53.697,0
AZE,1987,23.93573266,96.883664,5.220637526,53.895,0
AZE,1988,23.93812648,96.89335333,5.800708362,54.094,0
AZE,1989,23.94052053,96.90304364,6.445231513,54.057,0
AZE,1990,23.94291482,96.91273491,7.161368348,53.749,2575.639056
AZE,1991,23.38207369,96.92242715,7.496801706,53.441,2631.137395
AZE,1992,23.38441213,96.93212037,8.83975105,53.132,2276.076944
AZE,1993,23.38675081,96.94181455,12.73423967,52.824,2119.679787
AZE,1994,23.38908972,96.9515097,10.40919697,52.515,1961.827037
AZE,1995,23.39142886,96.96120582,9.129312368,52.206,1951.984385
AZE,1996,22.88168726,96.97090291,9.000994908,51.896,1852.891923
AZE,1997,22.88145844,96.98060097,10.16868615,51.588,1813.670143
AZE,1998,22.88122962,96.9903,10.84009334,51.278,1936.939214
AZE,1999,22.88100081,97,8.285651408,51.185,2022.485985
AZE,2000,22.880772,98.90822245,8.203647254,51.386,2040.47909
AZE,2001,22.86662064,98.63769531,6.858197153,51.587,2106.470066
AZE,2002,22.86639198,100,10.80156141,51.787,1996.708252
AZE,2003,22.86616331,99.0275116,11.59917317,51.988,2235.459856
AZE,2004,22.86593465,99.18981171,12.67016188,52.189,2281.947872
AZE,2005,22.86570599,99.32710266,13.15582371,52.389,2388.388734
AZE,2006,23.04852313,99.5,10.25954447,52.589,2552.286214
AZE,2007,23.04829264,99.56493378,10.82070765,52.79,2118.210528
AZE,2008,23.04806216,99.68865204,10.31280322,52.99,2040.760435
AZE,2009,23.04783168,99.83100891,12.24295103,53.19,1620.38742
AZE,2010,23.0476012,99.93829346,18.42330305,53.406,1603.431374
AZE,2011,23.6298688,99.9,13.1861634,53.637,1705.424633
AZE,2012,22.18081034,100,7.921524274,53.883,2052.650965
AZE,2013,22.27878046,100,6.67123405,54.145,2092.536521
AZE,2014,20.71006751,100,5.629246199,54.422,2202.393918
AZE,2015,21.41412281,100,7.039857421,54.714,2200.191524
AZE,2016,20.20815664,100,6.969458846,55.021,2197.991333
AZE,2017,19.92866362,100,6.899764258,55.343,2195.793342
AZE,2018,19.90873495,100,6.830766615,55.68,2193.597548
AZE,2019,19.88882622,100.001,6.762458949,56.031,2191.403951
AZE,2020,19.86893739,100.002,6.69483436,0,2189.212547
BHS,1960,20.95695532,99.61074009,0,59.712,0
BHS,1961,20.95905122,99.62070216,0,60.454,0
BHS,1962,20.96114734,99.63066522,0,61.193,0
BHS,1963,20.96324366,99.64062929,0,61.926,0
BHS,1964,20.9653402,99.65059435,0,62.642,0
BHS,1965,20.96743694,99.6605604,0,63.343,0
BHS,1966,20.96953389,99.67052745,0,64.04,0
BHS,1967,20.97163106,99.6804955,0,64.73,0
BHS,1968,20.97372843,99.69046455,0,65.416,0
BHS,1969,20.97582601,99.70043459,0,66.093,0
BHS,1970,20.9779238,99.71040563,0,66.764,0
BHS,1971,20.98002181,99.72037767,0,67.429,0
BHS,1972,20.98212002,99.73035071,0,68.088,0
BHS,1973,20.98421844,99.74032474,0,68.738,0
BHS,1974,20.98631707,99.75029977,0,69.381,0
BHS,1975,20.98841591,99.7602758,0,70.017,0
BHS,1976,20.99051496,99.77025282,0,70.647,0
BHS,1977,20.99261423,99.78023085,0,71.266,0
BHS,1978,20.9947137,99.79020987,0,71.879,0
BHS,1979,20.99681338,99.80018989,0,72.484,0
BHS,1980,20.99891327,99.8101709,0,73.102,0
BHS,1981,21.00101337,99.82015292,0,73.843,0
BHS,1982,21.00311368,99.83013593,0,74.571,0
BHS,1983,21.0052142,99.84011994,0,75.285,0
BHS,1984,21.00731494,99.85010495,0,75.987,0
BHS,1985,21.00941588,99.86009096,0,76.674,0
BHS,1986,21.01151703,99.87007797,0,77.347,0
BHS,1987,21.01361839,99.88006598,0,78.007,0
BHS,1988,21.01571996,99.89005498,0,78.654,0
BHS,1989,21.01782175,99.90004499,0,79.284,0
BHS,1990,21.01992374,99.91003599,0,79.838,0
BHS,1991,21.27811353,99.92002799,0,80.067,0
BHS,1992,21.28024155,99.930021,0,80.293,0
BHS,1993,21.28236979,99.940015,0,80.518,0
BHS,1994,21.28449824,99.95001,0,80.74,0
BHS,1995,21.2866269,99.960006,0,80.961,0
BHS,1996,21.31905341,99.970003,0,81.18,0
