LOCATION,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
BEL,FRA,France,SUPPLY,Tourism supply surveys,2011,2011,1008316,,
BEL,FRA,France,SUPPLY,Tourism supply surveys,2012,2012,984966,,
BEL,FRA,France,SUPPLY,Tourism supply surveys,2013,2013,1008373,,
BEL,FRA,France,SUPPLY,Tourism supply surveys,2014,2014,1007170,B,Break
BEL,FRA,France,SUPPLY,Tourism supply surveys,2015,2015,956663,,
BEL,FRA,France,SUPPLY,Tourism supply surveys,2016,2016,883366,,
BEL,FRA,France,SUPPLY,Tourism supply surveys,2017,2017,963300,,
BEL,FRA,France,SUPPLY,Tourism supply surveys,2018,2018,1009842,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,953565,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,784282,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,795722,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,793023,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,813385,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,847770,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,880228,B,Break
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,872576,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,702332,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,716619,,
BEL,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,752602,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,222647,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,220777,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,242079,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,262177,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,256170,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,259112,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,276201,B,Break
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,267713,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,202679,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,227975,,
BEL,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,250414,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2008,2008,1102665,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2009,2009,1089867,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2010,2010,1154451,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2011,2011,1170608,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2012,2012,1174775,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2013,2013,1093336,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2014,2014,1053476,B,Break
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2015,2015,1044476,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2016,2016,965561,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2017,2017,1031845,,
BEL,NLD,Netherlands,SUPPLY,Tourism supply surveys,2018,2018,1036815,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,258242,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,245609,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,276336,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,306789,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,308519,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,306495,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,342609,B,Break
BEL,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,361948,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,274895,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,335403,,
BEL,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,382654,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,11119811,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,10336598,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,10854245,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,11436408,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,11546413,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,11624497,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,12081835,B,Break
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,12034552,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,10215070,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,11631915,,
BEL,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,12424475,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,27370000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,24696000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,25621000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,25065000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,25318000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,25144000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,25557000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,27555000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,30142000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,31081000,,
CAN,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,31274000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,16997000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,15737000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,16219000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,16015000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,16344000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,16059000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,16537000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,17971000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,19822000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,20652000,,
CAN,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,21153000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2008,2008,219000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2009,2009,188000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2010,2010,202000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2011,2011,216000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2012,2012,219000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2013,2013,270000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2014,2014,283000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2015,2015,291000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2016,2016,334000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2017,2017,351000,,
CAN,AUS,Australia,DEMAND,Tourism demand surveys,2018,2018,340000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2008,2008,159000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2009,2009,160000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2010,2010,193000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2011,2011,237000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2012,2012,273000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2013,2013,342000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2014,2014,448000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2015,2015,483000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2016,2016,591000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2017,2017,674000,,
CAN,CHN,China,DEMAND,Tourism demand surveys,2018,2018,719000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2008,2008,315000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2009,2009,292000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2010,2010,316000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,290000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,277000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,313000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,324000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,325000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2016,2016,359000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2017,2017,385000,,
CAN,DEU,Germany,DEMAND,Tourism demand surveys,2018,2018,386000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2008,2008,405000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2009,2009,389000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2010,2010,408000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2011,2011,422000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2012,2012,423000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2013,2013,452000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2014,2014,465000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2015,2015,477000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2016,2016,515000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2017,2017,547000,,
CAN,FRA,France,DEMAND,Tourism demand surveys,2018,2018,593000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2008,2008,837000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2009,2009,686000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2010,2010,661000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,623000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,597000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,609000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,659000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2015,2015,686000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2016,2016,805000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2017,2017,794000,,
CAN,GBR,United Kingdom,DEMAND,Tourism demand surveys,2018,2018,762000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2008,2008,259000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2009,2009,180000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2010,2010,215000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2011,2011,186000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2012,2012,190000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2013,2013,221000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2014,2014,262000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2015,2015,260000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2016,2016,285000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2017,2017,277000,,
CAN,JPN,Japan,DEMAND,Tourism demand surveys,2018,2018,224000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2008,2008,12503000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2009,2009,11667000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2010,2010,11871000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2011,2011,11597000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2012,2012,11887000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2013,2013,11466000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2014,2014,11508000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2015,2015,12669000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2016,2016,13892000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2017,2017,14238000,,
CAN,USA,United States,DEMAND,Tourism demand surveys,2018,2018,14650000,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,6649410,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,6032370,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,6333996,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,6714992,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,7647044,B,Break
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,7851865,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,8095885,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,8706913,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,9321440,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,10160468,,
CZE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,10611394,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,152866,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,174263,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,211014,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,288630,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,355847,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,489845,,
CZE,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,617935,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,1475858,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,1393112,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,1348482,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,1386976,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,1521246,B,Break
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,1484169,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,1553370,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,1766539,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,1881095,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,1962582,,
CZE,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,2031104,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,484279,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,371346,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,368643,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,327951,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,368005,B,Break
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,379373,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,397431,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,442718,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,473986,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,470106,,
CZE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,494939,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,374632,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,357492,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,332551,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,337645,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,374651,B,Break
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,357099,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,369268,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,372832,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,370511,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,389578,,
CZE,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,408422,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2008,2008,376592,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2009,2009,341136,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2010,2010,350637,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2011,2011,371127,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2012,2012,401997,B,Break
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2013,2013,424402,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2014,2014,448736,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2015,2015,484573,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2016,2016,541332,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2017,2017,575643,,
CZE,POL,Poland,SUPPLY,Tourism supply surveys,2018,2018,620495,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2008,2008,418184,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2009,2009,326895,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2010,2010,414671,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2011,2011,559021,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2012,2012,731835,B,Break
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2013,2013,803152,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2014,2014,691198,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2015,2015,434852,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2016,2016,407529,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2017,2017,548318,,
CZE,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2018,2018,544216,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2008,2008,299278,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2009,2009,287810,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2010,2010,307192,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2011,2011,344101,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2012,2012,435595,B,Break
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2013,2013,452421,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2014,2014,492550,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2015,2015,578216,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2016,2016,642145,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2017,2017,681917,,
CZE,SVK,Slovak Republic,SUPPLY,Tourism supply surveys,2018,2018,730954,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,305057,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,274311,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,312883,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,314950,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,390635,B,Break
CZE,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,413085,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,441457,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,508951,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,515154,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,540572,,
CZE,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,554394,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,19987022,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,17746893,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,18365947,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,19424839,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,21793985,B,Break
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,22144896,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,22110112,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,23286515,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,24268149,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,26257013,,
CZE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,26760021,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,17740781,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,16013046,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,16880869,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,18027007,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,19936405,B,Break
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,20071692,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,19970831,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,20970266,,
CZE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,21869094,,
